PID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
54,-14.217331,-14.372004,-14.144571,-14.220433,-14.031832,-14.618126,-14.570301,-14.583053,-13.437692,-13.736468,-13.728047,-14.072567,-13.173569,-13.589635,-14.100628,-13.85921,-14.291018,-14.223053,-14.19092,-14.049879,-13.156151,-13.220281,-13.923094,-12.8355875,-13.0854645,-13.660811,-13.897671,-13.961817,-13.802448,-13.32476,-13.708047,-14.152255,-13.220844,-13.487515,-13.264188,-13.728303
55,-14.670298,-14.796612,-15.718561,-15.50585,-18.393665,-19.712833,-20.174149,-20.192482,-17.174088,-16.127007,-14.740467,-16.16243,-18.066984,-18.476372,-18.817514,-20.578402,-16.725883,-15.702309,-15.9918165,-15.338721,-14.184559,-14.861392,-14.084068,-12.551347,-15.083477,-15.221575,-13.931772,-14.250575,-24.649197,-21.686457,-20.020206,-20.077017,-20.49562,-18.194984,-17.182943,-16.26059
56,-13.86178,-14.224907,-13.872943,-13.512193,-13.471237,-13.805394,-14.231859,-14.130668,-12.879415,-14.235288,-14.253368,-14.527571,-12.526131,-13.396801,-13.239634,-13.048471,-13.535174,-13.712519,-13.619629,-12.790274,-12.44564,-13.519852,-14.037637,-12.904165,-13.535873,-14.067174,-13.883434,-15.261883,-16.113089,-15.002686,-14.984088,-14.605998,-14.0935135,-14.19034,-14.169669,-14.7315645
57,-14.967024,-14.862705,-14.667271,-14.781778,-14.62458,-14.635279,-14.58993,-14.576062,-14.347036,-14.838411,-14.329384,-14.396926,-13.687865,-14.276213,-14.388149,-13.981302,-14.743152,-14.05825,-14.075666,-13.863771,-13.968143,-14.252275,-14.359698,-14.427702,-14.187901,-13.688723,-14.262876,-15.585979,-20.430382,-19.74392,-18.205208,-18.139687,-17.852736,-17.570078,-17.11996,-17.605202
58,-16.060019,-16.356777,-16.580858,-15.861156,-15.49131,-16.40219,-16.627798,-17.444847,-15.477797,-15.599147,-15.808491,-16.61155,-14.766222,-15.630249,-16.010443,-15.056429,-16.108513,-17.106352,-15.237385,-14.448139,-15.0799,-15.341066,-16.450191,-14.107512,-14.38047,-14.654861,-15.345062,-15.169145,-15.697151,-15.145916,-14.914216,-15.224054,-14.211895,-14.165734,-14.949512,-14.468727
59,-14.82479,-15.553778,-14.704963,-14.678696,-14.837624,-15.137592,-15.752854,-15.461217,-13.392147,-14.067608,-14.301671,-14.026072,-13.0657,-13.72365,-13.936396,-14.025646,-14.537301,-15.397363,-14.791774,-13.941331,-13.221872,-14.554209,-14.628229,-13.454369,-14.17506,-14.692373,-14.5621,-14.295414,-16.209494,-15.538279,-15.912265,-16.210943,-16.89974,-15.027502,-14.255118,-14.485905
60,-14.838369,-14.73599,-17.408272,-16.475353,-19.874163,-17.686098,-17.457573,-15.7988825,-16.121334,-15.248866,-16.644035,-17.593456,-19.188051,-18.282654,-16.664238,-17.967102,-15.095295,-14.753687,-15.336588,-13.1432295,-11.896396,-14.3575325,-16.302912,-13.784647,-19.811108,-18.508453,-15.899249,-17.450462,-24.164152,-21.091988,-19.265974,-19.086023,-19.94735,-18.259045,-17.214972,-15.9859
61,-13.565966,-13.753206,-14.5848,-14.716587,-15.036428,-15.324024,-15.5527315,-15.726563,-14.430302,-14.68897,-14.926164,-15.142252,-13.478222,-13.938299,-14.37411,-13.829607,-14.547851,-14.57106,-14.473851,-13.887787,-14.648779,-14.861818,-14.662598,-14.600371,-14.38673,-13.934759,-14.610576,-14.502341,-14.713538,-14.35531,-14.241465,-13.725315,-13.472734,-13.674662,-13.393084,-14.081451
62,-22.77351,-20.657217,-20.627441,-21.519701,-17.39379,-17.909918,-17.662035,-15.487533,-16.679983,-16.814053,-14.939965,-14.493646,-16.169361,-19.663118,-20.811975,-21.462154,-21.61234,-21.142157,-21.348148,-20.138922,-22.147213,-22.532242,-21.614807,-22.805332,-23.44226,-21.969456,-23.110264,-22.882133,-23.724783,-23.245506,-23.450048,-22.121727,-23.006176,-22.970552,-23.20433,-23.276785
63,-15.638159,-16.565357,-17.847778,-16.077396,-19.385853,-20.274773,-20.231415,-20.238014,-17.460629,-15.722835,-15.913519,-17.109634,-18.262115,-20.883476,-20.277466,-20.14261,-17.89075,-16.470047,-15.626983,-14.707012,-13.809595,-15.690813,-12.62337,-12.948644,-13.89119,-13.981125,-14.559985,-14.551926,-19.810566,-19.842808,-19.44189,-21.266106,-18.221378,-17.476807,-16.122068,-13.610754
64,-14.496011,-15.251836,-16.146196,-17.88101,-17.19318,-19.387564,-19.621616,-19.944357,-17.135723,-17.892035,-16.9879,-15.715804,-15.624147,-16.342142,-15.758391,-19.179756,-16.751623,-16.402885,-14.992214,-15.461391,-14.927021,-14.283918,-14.737165,-13.469963,-14.569722,-15.182047,-15.823511,-17.407887,-19.437012,-18.165007,-16.072853,-16.487265,-15.051198,-14.670697,-14.251771,-14.381828
65,-22.165684,-20.994452,-19.809608,-19.406769,-17.60191,-17.243422,-17.064354,-16.085602,-14.771839,-14.915741,-14.27889,-15.466393,-15.089198,-17.386858,-20.22355,-21.327858,-22.168596,-20.398663,-19.560474,-18.947302,-22.024668,-22.743423,-22.12415,-22.331202,-23.02202,-21.902054,-23.142498,-22.97556,-23.821022,-23.132954,-22.900398,-22.054005,-23.16058,-22.778973,-23.375286,-22.661968
66,-23.174522,-20.966656,-20.309376,-21.44717,-16.725142,-18.770924,-17.555563,-15.2861595,-16.454613,-15.951069,-14.977406,-13.9217205,-15.304386,-19.839132,-20.77735,-21.682413,-21.965313,-21.106705,-21.087597,-19.8394,-22.247871,-22.472162,-21.3673,-22.689068,-23.544836,-22.121565,-23.309614,-23.321392,-23.828777,-23.198462,-23.478277,-22.324387,-23.072098,-23.103657,-23.770761,-23.45336
67,-14.259577,-14.327048,-14.894111,-15.1092415,-15.477922,-15.712212,-15.7933655,-15.642097,-14.382359,-15.033656,-15.062334,-15.501364,-13.671272,-14.423968,-14.608212,-14.414686,-14.750833,-14.715845,-15.299179,-14.613705,-14.705424,-15.164714,-15.064506,-15.145609,-14.502369,-14.156213,-14.497506,-14.310217,-14.794637,-14.681579,-14.593077,-14.008394,-13.958729,-14.109486,-13.814483,-14.338741
68,-14.352377,-14.492034,-16.421782,-15.940837,-17.789314,-19.336388,-18.331758,-17.356071,-16.113201,-13.980689,-14.479607,-17.227795,-17.83751,-19.717031,-18.1194,-19.075357,-16.014555,-15.464441,-15.66226,-14.553221,-13.274328,-14.370872,-14.803284,-13.688544,-17.440159,-18.88348,-14.973534,-19.857786,-24.97409,-24.124004,-19.786926,-19.348782,-19.155567,-17.296055,-17.665203,-16.821014
69,-17.863766,-18.02662,-18.184975,-18.608837,-18.944248,-17.375877,-16.130898,-16.059511,-13.768822,-13.90461,-14.543579,-17.591888,-21.538727,-21.437035,-18.122997,-19.162933,-19.62053,-19.845695,-17.744492,-16.142368,-15.337603,-17.093529,-17.26101,-15.76932,-18.831882,-18.828514,-16.653305,-16.905027,-20.44189,-17.449875,-15.398731,-15.313435,-14.125959,-12.969252,-12.510723,-12.399351
70,-19.064985,-18.825535,-19.7131,-17.117168,-16.890495,-16.170269,-15.474459,-15.768141,-13.657693,-13.588695,-14.013304,-16.40495,-20.426918,-20.560612,-19.269497,-21.065018,-16.406435,-15.998594,-15.554901,-14.729368,-13.436304,-14.680505,-13.478342,-14.453304,-17.93866,-17.066614,-15.22068,-16.595648,-21.050827,-19.008368,-17.732197,-17.409105,-15.651026,-14.884436,-14.697559,-14.19738
71,-14.334296,-14.291109,-16.599731,-17.83674,-18.232801,-17.997744,-16.518782,-16.834097,-15.433844,-15.214696,-14.533567,-15.164116,-16.130262,-16.853338,-16.499706,-15.514875,-15.291748,-14.8946495,-14.238444,-14.098997,-13.480459,-13.919873,-14.546533,-13.135059,-15.348605,-15.316177,-13.928463,-14.299845,-18.754368,-16.556286,-15.879277,-16.232113,-15.697108,-15.63245,-15.166796,-15.91609
72,-15.150715,-15.340252,-15.5940895,-14.975958,-14.80559,-14.140289,-14.139606,-14.270466,-13.108607,-14.109981,-14.218131,-15.373206,-12.777561,-13.759411,-13.499393,-14.126997,-14.474696,-14.352064,-14.920731,-14.3624115,-14.565105,-14.984409,-14.778116,-14.624027,-14.440239,-14.318885,-14.5453825,-14.643055,-15.087343,-14.73049,-14.109569,-13.573257,-13.008054,-13.408777,-13.925371,-14.720519
73,-16.433352,-17.02216,-18.887922,-18.36605,-16.89818,-17.488316,-16.96407,-17.064943,-14.5310955,-15.795153,-15.680611,-15.621171,-15.583811,-16.326363,-16.449463,-19.87091,-17.15319,-17.005379,-16.03822,-16.129372,-15.652891,-14.718472,-14.520574,-13.538437,-15.119244,-14.944744,-15.196016,-16.970398,-19.28329,-17.102777,-16.364195,-16.196812,-15.347381,-14.587976,-13.427102,-14.338286
74,-15.696377,-15.718245,-14.869966,-14.785223,-14.310417,-14.349152,-14.449881,-14.332261,-12.979779,-14.521636,-14.832993,-15.113653,-13.4481945,-14.056264,-13.750904,-13.699297,-14.147268,-14.256487,-14.077625,-13.023092,-12.640027,-13.762993,-16.759264,-17.699936,-21.764267,-20.166687,-22.17639,-23.131563,-23.139132,-22.516098,-23.448135,-20.834076,-19.56247,-18.825863,-18.448627,-17.558487
75,-15.11624,-15.142254,-14.448813,-14.198949,-14.557438,-15.132235,-16.167881,-15.668304,-14.1792145,-15.558374,-14.679331,-15.290962,-13.201747,-13.833899,-13.778128,-14.03605,-14.781835,-15.154789,-14.62015,-13.169054,-13.294201,-14.528393,-15.160611,-12.867289,-14.824439,-15.2225895,-16.78527,-21.057129,-22.54554,-22.059536,-21.05164,-20.04558,-18.919659,-17.96645,-16.576263,-15.701845
76,-19.769125,-19.073875,-18.951796,-17.520416,-15.368842,-14.887377,-14.462915,-15.639551,-13.867884,-15.639934,-18.247438,-19.15126,-17.174984,-16.700527,-16.275871,-16.508652,-15.570839,-14.530828,-15.105511,-13.937433,-13.047548,-14.459995,-14.8014555,-15.558884,-17.154486,-17.52747,-21.219244,-22.290298,-22.350721,-22.191704,-22.152191,-19.873549,-17.268375,-18.77864,-19.658854,-19.856537
77,-18.269093,-19.01296,-16.289364,-15.200142,-14.540551,-16.853893,-16.996304,-16.929626,-15.304604,-15.496593,-15.00773,-16.825563,-14.284311,-16.182041,-15.454374,-15.69431,-15.21147,-18.79741,-14.894433,-14.56041,-14.506788,-14.860823,-16.956121,-14.354237,-17.394428,-17.874329,-16.863125,-17.61676,-17.901161,-16.436901,-14.148882,-14.890426,-13.36827,-15.323257,-18.085936,-19.40984
78,-13.093333,-12.991957,-13.315688,-13.367222,-13.472786,-13.683862,-13.5003395,-13.913736,-12.318443,-13.086918,-13.224877,-13.194988,-12.442924,-12.959362,-13.012677,-13.267125,-13.179201,-13.329326,-12.965756,-12.512351,-12.359726,-12.773103,-13.181249,-12.418862,-13.048536,-12.82235,-12.312786,-12.467745,-13.451384,-12.527029,-12.792525,-13.248672,-12.820531,-12.992649,-13.286128,-13.640717
79,-23.160126,-20.41887,-20.57826,-20.789299,-17.681797,-17.297909,-16.955187,-15.370806,-15.552531,-15.487685,-14.371477,-14.048704,-14.922598,-19.055813,-20.654945,-21.30605,-21.572992,-20.740692,-20.79031,-19.665478,-22.32217,-22.585941,-21.735703,-22.808567,-23.469522,-22.172878,-23.28553,-23.204311,-23.70763,-23.256739,-23.40918,-22.223558,-23.040245,-23.172287,-23.606836,-23.317837
80,-22.20807,-19.671814,-18.617252,-18.87655,-17.250591,-16.395775,-16.653006,-15.487927,-13.977848,-15.519647,-13.381139,-14.283636,-12.996567,-14.531366,-16.04037,-20.462389,-20.177528,-17.311737,-14.943527,-15.418568,-20.446629,-21.65453,-22.094173,-21.767931,-22.52122,-21.351412,-22.508772,-23.511408,-23.954922,-23.321117,-23.187943,-22.044266,-23.30693,-23.062714,-24.153332,-23.532125
81,-21.864204,-21.451921,-21.09806,-21.383877,-21.690712,-22.930117,-22.532818,-21.951044,-20.233627,-20.890907,-20.688498,-20.960033,-21.24368,-20.89622,-20.083038,-19.079998,-19.427853,-19.528217,-18.780268,-18.217445,-17.985228,-18.673357,-19.502945,-18.663239,-19.7649,-19.790562,-19.658703,-20.007736,-21.149189,-20.597904,-22.527548,-21.437237,-21.383713,-21.036814,-21.65458,-21.809647
82,-22.562191,-20.2267,-19.588217,-19.016739,-17.136343,-16.582188,-16.951044,-15.728205,-13.745221,-14.765022,-13.351649,-14.307585,-13.599385,-15.654724,-17.566254,-20.526583,-20.229425,-17.41628,-15.95099,-16.24266,-20.227213,-20.877945,-21.19045,-21.869696,-22.681047,-21.422588,-22.660952,-22.915512,-24.32268,-23.26766,-23.064348,-21.993505,-23.021967,-22.993479,-23.81298,-23.234428
83,-16.062252,-16.649971,-15.44332,-15.428409,-14.475068,-16.997828,-17.693766,-17.6917,-14.79745,-16.433031,-16.159775,-15.23862,-14.695606,-14.134931,-14.295311,-15.330481,-14.363879,-15.07695,-14.077547,-14.385161,-14.282943,-13.515347,-15.508806,-14.4469795,-15.791263,-16.592634,-15.816546,-17.553421,-19.846708,-19.914557,-17.115322,-17.989786,-17.403086,-15.644634,-15.845955,-18.372477
84,-14.043319,-13.902512,-14.441906,-14.862699,-14.957409,-14.983711,-15.17868,-15.122205,-13.825645,-14.552575,-13.91572,-14.656662,-13.034029,-13.663615,-13.7836075,-13.546995,-14.581526,-14.201498,-14.660845,-14.096016,-14.515125,-14.898224,-15.202294,-14.856539,-14.397163,-13.957066,-14.0034275,-13.881046,-14.197445,-14.327717,-14.311485,-13.726236,-13.134466,-12.994329,-13.296733,-13.93185
85,-21.408003,-18.78419,-19.564829,-18.868877,-17.317312,-16.327269,-16.173489,-15.383959,-14.682597,-14.695633,-13.669505,-14.578184,-13.454008,-16.040674,-18.241861,-20.816353,-20.701132,-19.065836,-18.23973,-17.271235,-21.197996,-20.997932,-20.47176,-21.800573,-22.443058,-21.299103,-22.4247,-22.443321,-23.54724,-23.184689,-23.084936,-21.893309,-22.670414,-22.914738,-22.994495,-22.680796
86,-22.225555,-19.779,-20.343018,-20.050877,-18.200377,-17.880476,-17.10615,-16.084858,-16.416004,-15.724655,-15.12783,-14.032994,-15.112144,-18.680632,-20.52372,-20.85951,-21.567858,-20.854195,-21.016226,-19.805437,-21.856133,-22.362175,-21.557997,-22.752874,-23.623068,-21.94228,-23.076672,-23.101385,-23.44625,-23.09844,-23.623045,-21.961174,-22.782104,-22.496216,-23.05341,-22.847355
87,-18.265589,-18.620054,-17.595146,-16.434883,-15.39982,-14.637983,-13.996425,-14.381942,-11.962715,-15.411015,-17.168787,-17.304003,-19.481598,-19.017868,-16.656458,-16.245878,-15.451442,-14.851312,-14.017386,-13.323316,-12.326745,-13.656587,-22.32728,-24.73655,-26.825037,-24.120829,-25.21725,-25.438414,-25.606966,-25.56897,-27.336021,-24.346855,-25.221886,-24.683495,-22.912693,-20.619553
88,-16.11554,-16.035503,-16.51846,-16.04029,-15.816771,-15.5401745,-14.772709,-15.117014,-13.705311,-14.475811,-14.776878,-15.699362,-13.013525,-14.323206,-14.090572,-14.1842785,-14.603392,-14.303557,-15.687183,-14.911142,-14.528061,-15.6977415,-15.658863,-14.734095,-14.34688,-14.035578,-14.037079,-14.099469,-14.576949,-14.342902,-14.388375,-14.205694,-13.692153,-13.464708,-13.3990135,-14.598636
89,-16.53344,-17.23682,-15.803305,-15.554899,-14.540743,-15.01434,-15.409624,-15.101437,-13.997427,-14.733624,-14.771292,-14.586336,-15.519331,-16.17588,-15.926413,-15.790468,-15.62436,-15.040245,-14.566369,-14.637123,-13.469915,-13.623507,-14.310173,-13.878319,-14.789388,-15.24651,-15.753518,-15.517496,-15.848913,-14.64728,-14.832921,-15.022755,-13.931969,-13.609906,-13.48007,-14.687465
90,-13.959398,-13.981227,-13.956124,-13.905313,-14.217661,-14.669659,-15.315359,-15.466881,-14.23904,-14.457937,-15.008062,-15.394369,-13.313482,-14.085117,-14.486058,-14.138912,-15.035606,-14.904391,-14.783421,-14.554772,-14.700268,-15.013872,-14.770314,-14.910248,-14.403876,-14.075371,-14.523642,-14.099344,-14.204307,-13.887016,-13.510794,-13.251711,-12.896746,-13.370523,-13.320943,-13.970802
91,-18.34997,-17.706198,-17.956224,-18.239605,-17.735235,-17.957561,-18.110655,-18.052902,-18.402502,-18.388138,-17.529125,-18.368896,-18.069931,-17.787323,-18.479464,-18.21257,-18.54033,-18.926609,-19.007284,-18.73862,-19.325579,-18.389462,-19.274956,-19.567806,-19.956131,-19.602083,-20.423708,-20.775164,-21.253521,-21.394222,-21.520893,-21.232277,-21.68697,-21.60186,-22.014585,-22.446268
92,-14.300203,-13.73612,-13.885039,-13.544706,-13.535104,-13.887997,-13.992657,-13.876611,-12.710981,-13.633606,-13.161766,-13.171891,-12.47398,-12.784357,-12.991785,-12.892512,-13.249226,-12.990877,-13.339544,-12.607207,-12.670517,-13.182415,-13.307726,-12.936996,-13.206205,-13.266565,-12.5953,-12.932999,-13.477884,-12.869984,-12.906252,-12.803458,-13.087757,-13.25815,-13.463177,-14.090739
93,-18.616913,-19.176414,-18.35253,-17.036884,-15.794412,-15.83891,-15.357874,-15.612263,-13.870282,-14.803406,-15.035826,-14.671598,-18.12534,-18.184755,-19.134798,-20.022808,-16.89137,-16.158585,-15.701584,-15.622497,-14.453973,-14.277682,-14.998349,-13.340956,-14.439449,-14.472856,-17.096615,-17.749092,-18.960756,-16.784824,-15.22402,-15.3108635,-14.336721,-14.196153,-13.651938,-15.0662155
94,-12.922995,-13.01236,-13.625117,-13.396615,-13.670334,-13.804251,-13.667642,-13.938829,-13.793508,-14.54073,-14.0160475,-14.039169,-12.97139,-13.362581,-14.3075905,-14.322432,-14.681645,-14.547629,-14.155935,-14.36368,-14.564102,-14.860439,-14.59296,-14.204964,-13.543364,-13.577742,-13.364104,-13.885534,-14.51852,-14.003386,-14.57163,-13.2106495,-13.4964485,-13.655213,-13.745688,-13.77643
95,-14.857874,-15.109062,-14.56626,-14.540858,-14.33504,-15.373047,-15.36705,-14.593748,-14.315636,-14.477779,-14.771664,-14.240707,-14.554951,-14.961742,-14.502664,-14.2865925,-14.27322,-14.320328,-14.070833,-13.358269,-13.571449,-14.121334,-15.522985,-13.9163685,-14.695521,-14.977024,-14.10015,-13.941061,-14.667101,-14.349183,-14.795842,-14.863347,-13.752507,-14.127221,-14.198594,-14.582134
96,-18.792206,-18.815756,-19.462912,-18.039974,-17.419964,-16.534184,-15.0168705,-16.00401,-13.999177,-14.274739,-14.535259,-14.329622,-17.153051,-17.136671,-20.3918,-21.827452,-18.826563,-17.786716,-16.087217,-16.40959,-14.783488,-14.436221,-15.048044,-11.670915,-14.818311,-15.209914,-17.912228,-20.343338,-20.775639,-18.307455,-16.248705,-16.169641,-15.263683,-14.710274,-14.659843,-15.756349
97,-14.70451,-14.315334,-13.59757,-13.062271,-12.836325,-15.0292225,-15.151882,-14.874193,-13.3165865,-15.056443,-15.0486145,-15.148621,-12.829605,-13.933018,-13.34636,-13.845954,-14.620042,-16.126839,-16.094456,-14.50507,-13.637011,-15.383558,-15.92777,-13.254496,-12.8672285,-14.136052,-13.758749,-21.594505,-22.56107,-21.991905,-17.580584,-17.089666,-18.95973,-16.891228,-15.381426,-14.892224
98,-13.725512,-13.952995,-16.12638,-18.667835,-17.86659,-20.313126,-20.39288,-21.640057,-17.221033,-19.24119,-16.971325,-15.794305,-14.958429,-15.44889,-19.981163,-20.970741,-17.270082,-16.57745,-15.374868,-15.657042,-14.522257,-14.019859,-15.067472,-11.633615,-13.981581,-13.645587,-15.412389,-19.71572,-21.601734,-19.923145,-16.014458,-17.208305,-15.529323,-14.644929,-14.445791,-14.557857
99,-14.870136,-15.104556,-14.735737,-14.905642,-14.919311,-14.625759,-14.807346,-14.194664,-12.927276,-15.116249,-14.730739,-14.9298115,-14.684277,-15.293756,-14.5618925,-14.390438,-13.815805,-14.089649,-12.24078,-11.605022,-14.959183,-15.289784,-17.019197,-15.670105,-15.984641,-17.762331,-16.20662,-16.082867,-15.921334,-16.148926,-16.072235,-17.774416,-15.329733,-15.656254,-15.791434,-15.69275
100,-13.51748,-13.388507,-13.973951,-14.422324,-15.190729,-15.403595,-16.235401,-16.567047,-14.652407,-14.712074,-15.272015,-15.850006,-13.627042,-14.291676,-15.768888,-15.23004,-16.207,-15.530652,-15.470279,-15.298801,-15.608374,-15.428553,-15.185038,-15.109335,-14.645235,-14.308195,-14.801011,-14.5714655,-14.880574,-14.487862,-13.795915,-13.527512,-12.615401,-13.118277,-13.192375,-13.493183
101,-16.033112,-16.594814,-16.27818,-15.386272,-14.661352,-15.116125,-14.091368,-14.018491,-13.679209,-13.736401,-14.609849,-15.76945,-14.180677,-14.580197,-15.146554,-16.674292,-16.976109,-17.168217,-15.549751,-15.231518,-14.8501215,-14.721099,-15.18344,-13.495958,-14.701927,-14.643604,-15.231398,-16.492252,-17.409868,-17.048529,-16.31379,-16.41838,-14.65073,-14.141752,-13.855288,-13.111447
102,-21.597004,-19.721338,-19.547516,-18.450794,-17.493889,-16.58662,-15.969839,-15.770331,-13.886824,-14.5377865,-16.6236,-16.868912,-14.777483,-15.757484,-17.028458,-19.928349,-20.823126,-18.486334,-17.422201,-16.54358,-21.23515,-21.718254,-21.335537,-22.357265,-23.127888,-21.647205,-22.623384,-22.934174,-23.247871,-22.98708,-22.930735,-21.824999,-22.403143,-22.11705,-22.51369,-21.87511
103,-16.469612,-16.43074,-15.316593,-15.258683,-15.053885,-15.181466,-15.915532,-15.920024,-14.351389,-13.414057,-14.940308,-15.153149,-14.960047,-15.414259,-14.478592,-14.452429,-14.962379,-15.637903,-15.481562,-15.800118,-15.688286,-16.134342,-17.974865,-16.845654,-18.198269,-18.353127,-17.019691,-17.164997,-17.346302,-17.75673,-18.854635,-18.289177,-17.10571,-16.491383,-16.118832,-15.977926
104,-15.487003,-15.40346,-15.876558,-15.609127,-15.260925,-14.627861,-14.460152,-14.279253,-13.234151,-13.910994,-14.190215,-15.566555,-13.401882,-15.239782,-14.344708,-15.22269,-15.483768,-14.730368,-14.786497,-14.333951,-14.159502,-14.686772,-14.853931,-14.244124,-13.493788,-14.663889,-15.665018,-15.541148,-15.678315,-14.792449,-14.818875,-13.902969,-13.261026,-13.240438,-13.463642,-14.742168
105,-15.459417,-16.618015,-16.957823,-16.352571,-16.198816,-15.281902,-14.88747,-15.313328,-13.645806,-14.272942,-14.627713,-16.038544,-13.493615,-14.691519,-15.839786,-15.922983,-15.723433,-15.4626045,-15.635444,-14.929573,-14.849702,-15.527643,-15.021853,-15.012694,-15.05569,-15.047586,-15.11565,-15.387741,-16.233332,-14.89159,-14.604726,-14.199562,-14.01054,-14.034877,-14.708533,-15.214874
106,-13.952875,-14.156135,-13.965245,-13.775236,-13.961731,-14.558401,-15.19434,-14.735464,-13.172358,-15.038643,-14.7598095,-14.833523,-12.971195,-13.427778,-13.64216,-13.675077,-14.253245,-14.515012,-14.988946,-13.508071,-13.054617,-14.711931,-15.476768,-13.352601,-14.885305,-14.834173,-14.699032,-14.354721,-21.204735,-19.289124,-18.552979,-17.525213,-18.654781,-16.206484,-15.208294,-14.927496
107,-22.481306,-20.366177,-19.956244,-19.485035,-17.60619,-17.529568,-16.7537,-16.069563,-13.611324,-15.421225,-14.8243265,-15.719704,-15.509287,-18.596321,-20.305279,-21.500734,-22.007103,-20.797197,-20.695711,-19.823322,-22.461525,-22.633451,-22.14096,-22.793602,-23.27141,-21.934883,-22.912514,-22.942242,-23.40327,-22.82961,-23.225924,-21.943901,-22.908834,-22.490934,-23.015312,-23.265175
108,-15.862177,-16.24779,-18.33694,-17.12979,-17.048431,-17.9638,-17.384424,-18.30198,-14.894248,-16.130182,-14.234037,-14.599569,-15.692331,-16.48615,-21.159607,-21.539118,-18.199827,-15.68338,-15.063924,-15.306779,-14.60305,-14.037935,-16.302605,-11.271643,-13.0982895,-13.9137945,-19.295565,-19.99432,-21.470987,-18.349174,-15.470287,-16.060684,-15.220466,-14.494522,-14.077656,-14.648772
109,-18.975533,-19.232805,-18.851429,-16.965174,-15.954117,-14.5996685,-14.041258,-14.153452,-13.677154,-16.46978,-15.954828,-17.669641,-15.375542,-16.942822,-17.407263,-16.704237,-16.574972,-15.208636,-15.262269,-15.113251,-14.882423,-16.098383,-17.794333,-17.35552,-16.730816,-16.977493,-16.51827,-16.557663,-16.421701,-14.678637,-15.290386,-14.326429,-13.865415,-15.201178,-17.100834,-18.518227
110,-18.820898,-18.974361,-18.37725,-17.843143,-16.471897,-15.410967,-15.087694,-15.790338,-14.217026,-14.552665,-16.058691,-13.982949,-19.827225,-21.60656,-20.65466,-21.451159,-17.138588,-15.350924,-15.307673,-15.731358,-13.94544,-14.079863,-15.803818,-11.243502,-12.605535,-12.344474,-16.28206,-16.984219,-21.345518,-18.71283,-16.740463,-17.87611,-15.803746,-14.510289,-14.350422,-14.186463
111,-21.814852,-19.371742,-20.514168,-18.231796,-16.530226,-17.188374,-16.771618,-15.602492,-13.568998,-14.708879,-13.72805,-14.983588,-13.018049,-13.350921,-13.681764,-15.761471,-16.088696,-14.446003,-14.64385,-13.556681,-19.029327,-19.485085,-22.48899,-23.77209,-26.306778,-23.914165,-24.79656,-25.192871,-25.438717,-25.339523,-27.064497,-24.310572,-25.334557,-25.153273,-24.816645,-24.180105
112,-16.851776,-16.14367,-16.0906,-14.239635,-14.147297,-15.173798,-15.906254,-15.506313,-14.154491,-15.023588,-15.5627575,-16.32569,-17.32868,-17.853823,-17.804047,-17.222965,-16.463596,-15.927071,-15.729997,-14.562916,-13.27149,-14.4022,-13.590504,-13.274973,-14.245563,-13.822758,-13.957535,-13.825417,-17.077295,-18.173767,-18.831013,-18.137833,-18.355446,-16.928337,-15.850367,-15.901451
113,-21.917465,-19.123274,-19.281317,-19.644802,-17.420624,-17.082455,-16.838673,-15.500961,-15.557589,-15.394821,-14.609568,-14.101564,-14.327112,-17.20677,-18.717459,-20.575182,-20.848299,-19.041466,-18.291306,-17.622406,-21.296825,-21.54592,-21.102354,-22.279316,-23.141743,-21.907354,-23.024183,-23.005264,-23.765156,-23.32428,-23.276133,-22.05692,-22.910946,-22.87431,-23.256245,-22.893742
